code,film,revenue,budget,language,popularity,runtime,vote.average,vote.count,id,tagline,release.date,genres,certification,month_release,year_release,lustrum,log_popularity,log_revenue,time,name
10749,Because I Said So,69485490,,en,9.212,102,6,412,1257,"She's just your normal, overprotective, overbearing, over-the-top mother.",2007-Feb-02,"[35, 10749]",PG-13,February,2007,2005-2010,2.22050698195844,18.0566285117597,genre2,Romance
10749,Click,237681299,82500000,en,11.117,107,6.1,4476,9339,What If You Had A Remote... That Controlled Your Universe?,2006-Jun-22,"[35, 18, 14, 10749]",PG-13,June,2006,2005-2010,2.40847546825148,19.2864412544352,genre4,Romance
10749,The Bridges of Madison County,182016617,24000000,en,12.329,135,7.6,956,688,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,1995-May-28,"[18, 10749]",PG-13,May,1995,1995-2000,2.51195421088642,19.0196085430711,genre2,Romance
10749,All Things Fair,,,sv,14.221,130,6.4,51,27098,He was a student. She was his teacher. Their love was forbidden.,1995-Mar-08,"[18, 10749, 10752]","",March,1995,1995-2000,2.65471974539056,-Inf,genre2,Romance
10749,The Princess Diaries,165335153,37000000,en,23.829,115,6.8,2925,9880,She rocks. She rules. She reigns.,2001-Aug-03,"[35, 10749, 10751]",G,August,2001,2000-2005,3.1709033263191,18.9234852020089,genre2,Romance
10749,After Sex,,825000,en,9.215,78,5.4,128,17097,Eight Couples. One Conversation.,2007-Sep-26,"[35, 18, 10749]",NR,September,2007,2005-2010,2.22083259112179,-Inf,genre3,Romance
10749,Aladdin,504050219,28000000,en,32.041,90,7.6,7447,812,Wish granted!,1992-Nov-25,"[12, 16, 14, 10749, 10751]",G,November,1992,1990-1995,3.46701633269937,20.0381864619448,genre4,Romance
10749,The Kissing Booth,,,en,21.972,105,7.2,4034,454983,"She can tell her best friend anything, except this one thing",2018-May-11,"[35, 10749]",PG-13,May,2018,2015-2020,3.08976891548037,-Inf,genre2,Romance
10749,Red Shoes,5362776,,en,32.734,92,6.4,107,486589,"",2019-Jul-25,"[16, 10749]",G,July,2019,2015-2020,3.48841429308369,15.4949923094254,genre2,Romance
10749,Silver Streak,51079064,6500000,en,6.463,114,6.7,157,11558,"By train, by plane, by the edge of your seat - It's the most hilarious suspense ride of your life!",1976-Dec-03,"[35, 80, 53, 10749]",PG,December,1976,1975-1980,1.86609360628076,17.7488852647634,genre4,Romance
10749,Meet the Fockers,516642939,80000000,en,14.094,115,6.2,3011,693,Misery loves family.,2004-Dec-22,"[35, 10749]",PG-13,December,2004,2000-2005,2.64574917490483,20.0628625536388,genre2,Romance
10749,Only Yesterday,,,ja,9.201,118,7.3,393,15080,I’m going on a trip with Me,1991-Jul-20,"[16, 18, 10749]",PG,July,1991,1990-1995,2.21931217380022,-Inf,genre3,Romance
10749,Risky Business,63541777,6200000,en,8.857,98,6.6,651,9346,"Time of your life, Huh Kid.",1983-Aug-05,"[35, 18, 10749]",R,August,1983,1980-1985,2.18120810682745,17.9672081530498,genre3,Romance
10749,Step Up Revolution,140470746,33000000,en,10.059,99,6.9,1397,85446,One Step Can Change Your World,2012-Jul-26,"[18, 10402, 10749]",PG-13,July,2012,2010-2015,2.3084677561522,18.7605098115355,genre3,Romance
10749,Jerry Maguire,273552592,50000000,en,12.79,139,6.9,1831,9390,Everybody loved him... Everybody disappeared.,1996-Dec-13,"[35, 18, 10749]",R,December,1996,1995-2000,2.54866361559075,19.427004453845,genre3,Romance
10749,The Cutting Edge,25105517,,en,8.799,101,6.8,134,16562,The King of the Rink is about to meet America's Ice Queen.,1992-Mar-27,"[35, 18, 10749]",PG,March,1992,1990-1995,2.17463807866342,17.0385981807462,genre3,Romance
10749,House of Flying Daggers,92863945,,zh,12.293,119,7.3,853,9550,"",2004-May-19,"[12, 18, 28, 10749]",PG-13,May,2004,2000-2005,2.5090299946852,18.3466460229619,genre4,Romance
10749,Indecent Proposal,266614059,38000000,en,7.874,117,6.1,693,4478,A husband. A wife. A millionaire. A proposal.,1993-Apr-07,"[18, 10749]",R,April,1993,1990-1995,2.06356619252155,19.4013126987521,genre2,Romance
10749,Something Somethingâ¦ Unakkum Enakkum,,,ta,9.8,175,6.6,16,63815,"",2006-Jun-18,"[28, 18, 10749]",R,June,2006,2005-2010,2.28238238567653,-Inf,genre3,Romance
10749,Out of Africa,128499205,31000000,en,8.697,161,7.3,722,606,Based on a true story.,1985-Dec-20,"[36, 10749, 18]",PG,December,1985,1985-1990,2.16297813860763,18.67143327551,genre2,Romance
10749,Fifty Shades Freed,368307760,55000000,en,20.565,105,6.2,3968,337167,Don't Miss the Climax,2018-Jan-17,"[18, 10749]",R,January,2018,2015-2020,3.02359060168239,19.7244294509734,genre2,Romance
10749,Hot Bubblegum,,,he,9.05,90,6.5,29,10582,The Lemon Popsicle boys are at it again!,1981-Apr-07,"[35, 18, 10749]",R,April,1981,1980-1985,2.20276475771183,-Inf,genre3,Romance
10749,What Women Want,374111707,70000000,en,16.204,127,6.3,2336,3981,He has the power to hear everything women are thinking. Finally... a man is listening.,2000-Dec-15,"[35, 10749]",PG-13,December,2000,2000-2005,2.78525812534044,19.7400649926005,genre2,Romance
10749,Your Name.,357986087,,ja,28.392,106,8.5,5051,372058,"",2016-Aug-26,"[16, 18, 10749]",PG,August,2016,2015-2020,3.3461074153442,19.6960046804813,genre3,Romance
10749,Last Tango in Paris,36144000,1250000,it,8.442,129,7.1,631,1643,Bernardo Bertolucci’s Landmark Film,1972-Oct-14,"[18, 10749]",NC-17,October,1972,1970-1975,2.13321924736031,17.4030215176899,genre2,Romance
10749,Annie Hall,38251425,4000000,en,13.401,93,7.8,2327,703,A nervous romance.,1977-Apr-19,"[35, 18, 10749]",PG,April,1977,1975-1980,2.59532933103809,17.4596913724448,genre3,Romance
10749,The Panic in Needle Park,,1645000,en,6.227,110,6.8,142,27554,"God help Bobby and Helen, they're in love in Needle Park",1971-Jun-01,"[18, 10749]",R,June,1971,1970-1975,1.82889467589032,-Inf,genre2,Romance
10749,Romancing the Stone,86572238,10000000,en,9.268,106,6.7,949,9326,"She's a girl from the big city. He's a reckless soldier of fortune. For a fabulous treasure, they share an adventure no one could imagine... or survive.",1984-Mar-30,"[28, 12, 35, 10749]",PG,March,1984,1980-1985,2.22656760657013,18.2764897447696,genre4,Romance
10749,Hairspray,90450008,50000000,en,21.659,117,6.6,1725,2976,"When you follow your own beat, the world will follow you.",2007-Jul-13,"[35, 18, 10749]",PG,July,2007,2005-2010,3.07542107245536,18.3203078582522,genre3,Romance
10749,Match Point,85306374,15000000,en,12.197,124,7.3,2482,116,Passion Temptation Obsession,2005-Oct-26,"[18, 53, 80, 10749]",R,October,2005,2005-2010,2.5011900198611,18.2617597341719,genre4,Romance
10749,Damage,7532911,,en,7.216,111,6.6,187,11012,Desire... Deceit... Destiny...,1992-Dec-02,"[18, 10749]",R,December,1992,1990-1995,1.97630078276032,15.834792112056,genre2,Romance
10749,Save the Last Dance,91038276,13000000,en,9.638,112,6.5,796,9816,The Only Person You Need To Be Is Yourself.,2001-Jan-12,"[18, 10402, 10749, 10751]",PG-13,January,2001,2000-2005,2.26571361821814,18.3267905914319,genre3,Romance
10749,The Virgin Suicides,10409377,6000000,en,8.019,97,7.1,1796,1443,"Beautiful, mysterious, haunting, invariably fatal. Just like life.",1999-Dec-31,"[18, 10749]",R,December,1999,1995-2000,2.08181372582489,16.1582175924987,genre2,Romance
10749,The Lover,,,fr,8.052,115,6.6,261,10995,"She gave her innocence, her passion, her body. The one thing she couldn't give was her love.",1992-Feb-22,"[18, 10749]",R,February,1992,1990-1995,2.08592050777755,-Inf,genre2,Romance
10749,EverAfter,65705772,26000000,en,8.734,121,7.1,810,9454,Desire. Defy. Escape.,1998-Jul-31,"[18, 10749, 35]",PG-13,July,1998,1995-2000,2.16722345506337,18.0006973334772,genre2,Romance
10749,Bitter Moon,1862805,5000000,en,10.475,139,7.1,292,10497,A kinky voyage with a full head of steam.,1992-Sep-02,"[53, 18, 10749]",R,September,1992,1990-1995,2.3489914658082,14.4375939742182,genre3,Romance
10749,The Devil Wears Prada,326551094,35000000,en,24.519,109,7.3,7471,350,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,2006-Jun-30,"[35, 18, 10749]",PG-13,June,2006,2005-2010,3.1994483272021,19.6040969844834,genre3,Romance
10749,Cheeky,,,it,13.732,91,5.6,96,22705,"",2000-Jan-28,"[35, 18, 10749]",R,January,2000,2000-2005,2.61972887559545,-Inf,genre3,Romance
10749,Tess,,,en,6.011,171,6.9,150,11121,"",1979-Oct-06,"[18, 10749]",PG,October,1979,1975-1980,1.79359112405703,-Inf,genre2,Romance
10749,(500) Days of Summer,60722734,7500000,en,15.898,95,7.2,6320,19913,This is not a love story. This is a story about love.,2009-Jul-17,"[35, 18, 10749]",PG-13,July,2009,2005-2010,2.76619331515092,17.9218287163885,genre3,Romance
10749,A Goofy Movie,35348597,,en,11.783,78,6.9,958,15789,It’s hard to be cool... when your dad’s Goofy.,1995-Apr-07,"[10749, 16, 10751, 35, 12]",G,April,1995,1995-2000,2.4666578147312,17.3807692606932,genre1,Romance
10749,Cinderella,543514353,95000000,en,30.387,105,6.7,5056,150689,Midnight is just the beginning.,2015-Mar-12,"[18, 14, 10749, 10751]",PG,March,2015,2015-2020,3.41401488537277,20.1135666726405,genre3,Romance
10749,Pride & Prejudice,121147947,28000000,en,17.084,135,7.9,3873,4348,A romance ahead of its time.,2005-Sep-16,"[18, 10749]",PG,September,2005,2005-2010,2.83814235297922,18.6125230591484,genre2,Romance
10749,Grease 2,15171476,13200000,en,7.633,115,5.1,420,9037,The Music and Feeling go on Forever.,1982-Jun-11,"[35, 10402, 10749, 10751]",PG,June,1982,1980-1985,2.03248095281633,16.5349276438889,genre3,Romance
10749,Overboard,26713187,1880006,en,10.657,106,6.8,461,10780,"",1987-Dec-16,"[35, 10749]",PG,December,1987,1985-1990,2.36621695323882,17.1006678965755,genre2,Romance
10749,American Gigolo,22743674,4800000,en,7.396,117,6,306,2768,He's the highest paid lover in Beverly Hills. He leaves women feeling more alive than they've ever felt before. Except one.,1980-Feb-08,"[80, 18, 53, 10749]",R,February,1980,1980-1985,2.00093931352488,16.9397975987597,genre4,Romance
10749,A Beautiful Mind,313542341,60000000,en,15.957,135,7.8,6233,453,He saw the world in a way no one could have imagined.,2001-Dec-11,"[18, 10749]",PG-13,December,2001,2000-2005,2.76989760442829,19.5634449679288,genre2,Romance
10749,Legends of the Fall,160638883,30000000,en,13.958,133,7.4,1309,4476,After the Fall from Innocence the Legend begins.,1994-Dec-16,"[12, 18, 10749, 10752]",R,December,1994,1990-1995,2.63605282059496,18.8946694410072,genre3,Romance
10749,The Twilight Saga: Eclipse,698491347,68000000,en,17.759,124,6.1,5543,24021,It all begins... with a choice.,2010-Jun-23,"[12, 18, 14, 10749]",PG-13,June,2010,2010-2015,2.87689242967246,20.3644333486103,genre4,Romance
10749,Scott Pilgrim vs. the World,47664559,60000000,en,13.785,112,7.4,4445,22538,An epic of epic epicness.,2010-Aug-12,"[28, 35, 10402, 10749]",PG-13,August,2010,2010-2015,2.62358104447576,17.6796986817953,genre4,Romance
10749,Herbie Rides Again,,,en,6.6,88,5.9,178,10869,The Loveable Bug's back doin' his thing!,1974-Feb-14,"[35, 14, 10749, 10751]",G,February,1974,1970-1975,1.88706964903238,-Inf,genre3,Romance
10749,Emmanuelle,,500000,fr,13.654,89,5.1,143,24402,Let's you feel good without feeling bad,1974-Jun-25,"[18, 10749]",NR,June,1974,1970-1975,2.61403251899609,-Inf,genre2,Romance
10749,American Wedding,231449203,55000000,en,16.717,103,6.1,2536,8273,Forever hold your piece.,2003-Aug-01,"[35, 10749]",R,August,2003,2000-2005,2.81642616572049,19.2598709819273,genre2,Romance
10749,Bull Durham,50888000,7000000,en,7.802,108,6.8,299,287,Romance is a lot like baseball. It's not whether you win or lose. It's how you play the game.,1988-Jun-15,"[35, 10749]",R,June,1988,1985-1990,2.05438011108446,17.7451376973408,genre2,Romance
10749,American Pie,235483004,11000000,en,20.768,95,6.5,4885,2105,There's nothing like your first piece.,1999-Jul-09,"[35, 10749]",R,July,1999,1995-2000,3.03341334052168,19.277149298965,genre2,Romance
10749,Pale Rider,41410568,,en,8.069,115,7.1,505,8879,... and hell followed with him.,1985-Jun-28,"[37, 10749]",R,June,1985,1985-1990,2.08802955886637,17.5390466719213,genre2,Romance
10749,Close My Eyes,135893,,en,7.513,109,6.3,29,53896,There are some relationships so taboo they're irresistible.,1991-Nov-22,"[18, 10749]",R,November,1991,1990-1995,2.01663485338702,11.8196230903505,genre2,Romance
10749,The Adjustment Bureau,127869379,50200000,en,11.786,106,6.7,2911,38050,Fight for your fate.,2011-Mar-03,"[878, 53, 10749]",PG-13,March,2011,2010-2015,2.46691238641572,18.6665198242807,genre3,Romance
10749,Beau Pere,,,fr,9.971,123,6.8,38,42337,"",1981-Sep-15,"[18, 10749]","",September,1981,1980-1985,2.29968087984666,-Inf,genre2,Romance
10749,Look Who's Talking Too,,,en,8.889,81,5.2,773,9356,Mikey’s back and about to face his greatest challenge… his new sister.,1990-Dec-14,"[10749, 35]",PG-13,December,1990,1990-1995,2.18481455725954,-Inf,genre1,Romance
10749,The Great Gatsby,351040419,105000000,en,17.096,143,7.4,8050,64682,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,2013-May-10,"[18, 10749]",PG-13,May,2013,2010-2015,2.83884451801685,19.6764119286466,genre2,Romance
10749,The Princess Diaries 2: Royal Engagement,95149435,40000000,en,21.212,113,6.5,2033,11130,It can take a lifetime to find true love; she's got 30 days!,2004-Aug-06,"[35, 18, 10749, 10751]",G,August,2004,2000-2005,3.05456705927488,18.3709592136962,genre3,Romance
10749,Slumdog Millionaire,377910544,15000000,en,14.545,120,7.7,6756,12405,"What does it take to find a lost love? A. Money, B. Luck, C. Smarts, D. Destiny",2008-May-12,"[18, 10749]",R,May,2008,2005-2010,2.67724729194717,19.7501680694917,genre2,Romance
10749,Say Anything...,20036737,,en,8.93,100,7.3,510,2028,To know Lloyd Dobler is to love him. Diane Court is about to know Lloyd Dobler.,1989-Apr-14,"[35, 18, 10749]",PG-13,April,1989,1985-1990,2.18941639488841,16.8130779965723,genre3,Romance
10749,The Mask,351583407,23000000,en,27.016,101,6.8,6117,854,From zero to hero.,1994-Jul-29,"[10749, 35, 80, 14]",PG-13,July,1994,1990-1995,3.29642928308327,19.6779575298289,genre1,Romance
10749,Manhattan,39946780,,en,9.864,96,7.9,1356,696,"",1979-Apr-25,"[35, 18, 10749]",R,April,1979,1975-1980,2.28889176586204,17.5030586261772,genre3,Romance
10749,Secretary,9304609,4000000,en,8.531,104,6.8,779,11013,Assume the position.,2002-Jan-11,"[35, 18, 10749]",R,January,2002,2000-2005,2.14370658792656,16.0460204267565,genre3,Romance
10749,An Officer and a Gentleman,129795554,,en,6.844,124,6.9,546,2623,"Life gave him nothing, except the courage to win...and a woman to love.",1982-Jul-28,"[18, 10749]",R,July,1982,1980-1985,1.92337235602995,18.6814711089512,genre2,Romance
10749,LelleBelle,,,nl,12.435,90,4.9,44,52371,"",2010-Oct-08,"[10402, 10749]","",October,2010,2010-2015,2.52051507725537,-Inf,genre2,Romance
10749,Grease,181813770,6000000,en,23.458,110,7.4,4450,621,Grease is the word,1978-Jul-07,[10749],PG-13,July,1978,1975-1980,3.15521158809931,19.0184934794136,genre1,Romance
10749,Sweet Sex and Love,,,ko,11.077,85,4.8,12,75432,arabic,2003-Jun-27,"[10749, 18]",PG-13,June,2003,2000-2005,2.4048708865348,-Inf,genre1,Romance
10749,Moonstruck,80640528,,en,7.989,102,6.8,417,2039,Life. Family. Love.,1987-Dec-18,"[35, 18, 10749]",PG,December,1987,1985-1990,2.07806559549991,18.2055119098849,genre3,Romance
10749,La La Land,445435700,30000000,en,24.659,129,7.9,11337,313369,Here's to the fools who dream.,2016-Nov-29,"[35, 18, 10749, 10402]",PG-13,November,2016,2015-2020,3.20514194541356,19.9145634622472,genre3,Romance
10749,The Shape of Water,194989655,19500000,en,22.823,123,7.2,8228,399055,A Fairy Tale for Troubled Times,2017-Dec-01,"[18, 14, 10749]",R,December,2017,2015-2020,3.12776879942174,19.0884570638387,genre3,Romance
10749,9 Songs,1574623,1000000,en,11.956,66,5.1,206,27,"2 lovers, one summer, and the 9 songs that defined them.",2004-Jul-16,"[18, 10402, 10749]",NR,July,2004,2000-2005,2.48123324442169,14.2695264365101,genre3,Romance
10749,"New York, New York",16400000,14000000,en,6.739,163,6.6,211,12637,The war was over and the world was falling in love again.,1977-Jun-21,"[18, 10402, 10749]","",June,1977,1975-1980,1.90791154596408,16.6127918927944,genre3,Romance
10749,Call Me by Your Name,41063475,4000000,en,27.32,132,8.3,6174,398818,Is it better to speak or die?,2017-Sep-01,"[10749, 18]",R,September,2017,2015-2020,3.30761903470259,17.5306295982195,genre1,Romance
10749,Harold and Maude,,1200000,en,10.079,91,7.7,539,343,They were meant to be. But exactly what they were meant to be is not quite clear.,1971-Dec-20,"[35, 18, 10749]",PG,December,1971,1970-1975,2.31045405137274,-Inf,genre3,Romance
10749,Shakespeare in Love,289317794,25000000,en,11.735,122,6.9,1961,1934,Love is the only inspiration,1998-Dec-11,"[36, 10749, 35]",R,December,1998,1995-2000,2.46257582930299,19.483036275141,genre2,Romance
10749,Bridget Jones's Diary,281929795,25000000,en,13.702,97,6.7,3152,634,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,2001-Apr-13,"[35, 18, 10749]",R,April,2001,2000-2005,2.61754180758071,19.4571686440075,genre3,Romance
10749,Juno,231411584,7500000,en,12.424,96,7,4658,7326,A comedy about growing up… and the bumps along the way.,2007-Dec-05,"[35, 18, 10749]",PG-13,December,2007,2005-2010,2.51963008584639,19.2597084319722,genre3,Romance
10749,"The Irony of Fate, or Enjoy Your Bath!",,,ru,6.656,184,7.5,87,43430,"",1975-Dec-31,"[35, 18, 10749]","",December,1975,1975-1980,1.89551870351891,-Inf,genre3,Romance
10749,Chocolat,152500343,25000000,en,13.084,121,6.9,2094,392,…and the world is still indulging!,2000-Dec-14,"[35, 18, 10749]",PG-13,December,2000,2000-2005,2.57139010967614,18.8426774031895,genre3,Romance
10749,Three Colors: Red,,,fr,9.294,100,8.1,607,110,"",1994-May-27,"[18, 9648, 10749]",R,May,1994,1990-1995,2.22936903066279,-Inf,genre3,Romance
10749,Nater Guru,,,en,17.104,145,6,1,527865,Nater Guru,2003-Mar-14,"[35, 18, 10749]",PG-13,March,2003,2000-2005,2.83931235428269,-Inf,genre3,Romance
10749,What's Eating Gilbert Grape,10032765,11000000,en,15.531,118,7.6,2178,1587,Life is a terrible thing to sleep through.,1993-Dec-17,"[18, 10749]",PG-13,December,1993,1990-1995,2.74283802658787,16.1213667949284,genre2,Romance
10749,Robin Hood: Prince of Thieves,390493908,48000000,en,11.992,143,6.8,1881,8367,Sometimes the only way to uphold justice...is to break the law.,1991-Jun-14,"[12, 28, 18, 10749]",PG-13,June,1991,1990-1995,2.4842397608003,19.7829229266102,genre4,Romance
10749,Sophie's Choice,30036000,12000000,en,6.414,151,7.5,436,15764,"Between the innocent, the romantic, the sensual, and the unthinkable. There are still some things we have yet to imagine.",1982-Dec-08,"[18, 10749]",R,December,1982,1980-1985,1.85848310127096,17.2179072202019,genre2,Romance
10749,"Play It Again, Sam",,,en,5.583,85,7.6,309,11610,"Here's laughing at you, kid.",1972-May-04,"[35, 18, 10749]",PG,May,1972,1970-1975,1.71972626632822,-Inf,genre3,Romance
